12/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Name,DOB,Age,2021 Exp,COLLEGE,COUNTRY,NBA D YR,NBA D R,NBA D P,NBN D YR,NBN D R,NBN D P,Bio URL,2k Overall,Height,Weight,Primary Pos.,Secondary Pos.,2021 Awards,2022 Awards,2023 Awards,2024 Awards,2025 Awards,2026 Awards,2027 Awards,2028 Awards,2029 Awards,2030 Awards,2031 Awards,2021 Salary,2022 Salary,2023 Salary,2024 Salary,2025 Salary,2026 Salary,2027 Salary,2028 Salary,2029 Salary,2030 Salary,2031 Salary,2032 Salary,2033 Salary,2034 Salary,2035 Salary,2036 Salary,2037 Salary,2038 Salary,2039 Salary,2040 Salary,2020-21 Starts,2022 Starts,2023 Starts,2024 Starts,2025 Starts,2026 Starts,2027 Starts,2028 Starts,2029 Starts,2030 Starts,2031 Starts,Combo Pos.,Team,Img URL,21-22 Primary,21-22 Secondary,22-23 Primary,22-23 Secondary,22-23 OVR
"McDermott, Doug","MCDERMOTT, DOUG",1/3/1992,31,8,Creighton,USA,2014,Round 1,Pick 11,,,,https://docs.google.com/spreadsheets/d/1v-xloH0c0AaEX3X0W_MxrjMH5iHgnZZbrG1EUN2m7Lw/edit?usp=sharing,74,"6'7""",225 lbs,PF,SF,,,,,,,,,,,,"$7,333,333","$9,535,000","$10,011,750","$10,488,500",,,,,,,,,,,,,,,,,8,0,,,,,,,,,,PF/SF,LAC,https://www.basketball-reference.com/req/202106291/images/players/mcderdo01.jpg,PF,SF,,,
"McGee, JaVale","MCGEE, JAVALE",1/19/1988,35,14,Nevada-Reno,USA,2008,Round 1,Pick 18,,,,https://docs.google.com/spreadsheets/d/1Vs3C3p0aHyAg9OzsmIEpfx31nFWNbrkrpxNYhZySdjI/edit?usp=sharing,77,"7'0""",270 lbs,C,,,,,,,,,,,,,"$4,200,000","$5,889,000",,,,,,,,,,,,,,,,,,,19,82,32,,,,,,,,,C,HOU,https://www.basketball-reference.com/req/202106291/images/players/mcgeeja01.jpg,C,,C,,
"McGruder, Rodney","MCGRUDER, RODNEY",7/29/1991,32,6,Kansas State,USA,2013,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1LDecElG5ditk56NqShEfAHxVgAhZ1N3psMLYaibB2nY/edit?usp=sharing,72,"6'4""",205 lbs,SG,PG,,,,,,,,,,,,"$5,000,000","$5,370,370",,,,,,,,,,,,,,,,,,,13,0,,,,,,,,,,SG/PG,FA,https://www.basketball-reference.com/req/202106291/images/players/mcgruro01.jpg,SG,PG,SG,PG,
"McKinnie, Alfonzo","MCKINNIE, ALFONZO",9/17/1992,31,5,None,USA,2015,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1iKG0aagBRnFhjIbpQFf9kNnjpUQ5pBlzUJrd4Pezpp0/edit?usp=sharing,71,"6'7""",215 lbs,SF,PF,,,,,,,,,,,,"$1,542,330",,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,SF/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/mckinal01.jpg,SF,PF,,,
"MCDANIELS, JADEN","MCDANIELS, JADEN",9/29/2000,23,2,Washington,USA,2020,Round 1,Pick 28,2020,Round 1,Pick 26 (CLE),https://docs.google.com/spreadsheets/d/1ckktvutsbHntefcIznQTxbkYvysXPNhCz-phlX2kkzk/edit?usp=sharing,75,"6'9""",185 lbs,PF,SF,,,,,,,,,,,,"$1,696,500","$1,781,200",,,,,,,,,,,,,,,,,,,4,0,8,,,,,,,,,PF/SF,SAC,https://www.basketball-reference.com/req/202106291/images/players/mcdanja02.jpg,PF,SF,PF,SF,75
"McLemore, Ben","MCLEMORE, BEN",2/11/1993,30,9,Kansas,USA,2013,Round 1,Pick 7,,,,https://docs.google.com/spreadsheets/d/1Vx91BOmZNtRBxzAbLIf3UixEm2Nhzr0Mm2rCpEC46qI/edit?usp=sharing,76,"6'3""",195 lbs,SG,SF,,,,,,,,,,,,"$2,283,034","$2,389,641",,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,SG/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/mclembe01.jpg,SG,SF,,,
"McRae, Jordan","MCRAE, JORDAN",3/28/1991,32,5,Tennessee,USA,2014,Round 2,Pick 58,,,,https://docs.google.com/spreadsheets/d/1bfIGsPr_Fe1ixA6qnfR-WiuoOPbrMtCD6fpBHmeey40/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/mcraejo01.jpg,,,,,
"Melli, Nicolo","MELLI, NICOLO",1/26/1991,32,2,None,Italy,2013,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1tqxBrrd1PhmV7NR2j9YOYRbSVkBPo0jqwKnqOY7J7LE/edit?usp=sharing,71,"6'9""",236 lbs,PF,C,,,,,,,,,,,,"$4,097,561",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,PF/C,FA,https://www.basketball-reference.com/req/202106291/images/players/mellini01.jpg,PF,C,,,
"Melton, DeAnthony","MELTON, DEANTHONY",5/28/1998,25,4,USC,USA,2018,Round 2,Pick 46,,,,https://docs.google.com/spreadsheets/d/1_AppQnAIcUvJMnVPfmIRXvMCcUOsnP6WAHjygiCE54I/edit?usp=sharing,76,"6'2""",200 lbs,SG,PG,,,,,,,,,,,,"$9,687,500","$9,203,125","$8,718,750","$8,234,375",,,,,,,,,,,,,,,,,64,70,80,,,,,,,,,SG/PG,MEM,https://www.basketball-reference.com/req/202106291/images/players/meltode01.jpg,SG,PG,,,
"Merrill, Sam","MERRILL, SAM",5/15/1996,27,1,Utah State,USA,2020,Round 2,Pick 60,2020,Round 2,Pick 60 (NOP),https://docs.google.com/spreadsheets/d/1yvuWZrBEJjpQq2qcAWKn_XKZaQyw31ycH_b2wuzQW-k/edit?usp=sharing,71,"6'4""",205 lbs,PG,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,PG/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/merrisa01.jpg,PG,SG,,,
"Paschall, Eric","PASCHALL, ERIC",11/4/1996,27,3,Villanova,USA,2019,Round 2,Pick 41,,,,https://docs.google.com/spreadsheets/d/1HGfMPt6ftRQ2nirgjltn8-pf9hEGo9cmHVp6839_Krg/edit?usp=sharing,74,"6'6""",255 lbs,PF,C,,,,,,,,,,,,"$1,517,981","$1,782,621",,,,,,,,,,,,,,,,,,,1,4,8,,,,,,,,,PF/C,POR,https://www.basketball-reference.com/req/202106291/images/players/pascher01.jpg,PF,C,PF,C,75
"Middleton, Khris","MIDDLETON, KHRIS",8/12/1991,32,10,Texas A&M,USA,2012,Round 2,Pick 39,,,,https://docs.google.com/spreadsheets/d/1SWvFbE3PFDGPdf_zSEj23KoS927T--8JvHdlDvUteAs/edit?usp=sharing,88,"6'7""",222 lbs,SF,PF,,,,,,,,,,,,"$33,051,724","$35,500,000","$37,948,276",,,,,,,,,,,,,,,,,,61,80,81,,,,,,,,,SF/PF,MIL,https://www.basketball-reference.com/req/202106291/images/players/middlkh01.jpg,SF,PF,SF,PF,86
"Miller, Darius","MILLER, DARIUS",3/21/1990,33,7,Kentucky,USA,2012,Round 2,Pick 46,,,,https://docs.google.com/spreadsheets/d/1HGFKwzmelA3FaSASGRBoyQch6Le9f2aEvvdCI4dxv5g/edit?usp=sharing,74,"6'6""",225 lbs,SF,PF,NBN Champion,,,,,,,,,,,"$871,752","$2,089,448",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SF/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/milleda01.jpg,SF,PF,,,
"Thomas, Cameron","THOMAS, CAMERON",10/13/2001,22,1,LSU,USA,2021,Round 1,Pick 27,2021,Round 1,Pick 19 (NOP),https://docs.google.com/spreadsheets/d/1y8IuXRpQ6veLoUXgaq1pPDvaVWmdz_PbHAKoYDJ9Fm0/edit?usp=sharing,71,"6'5""",210 lbs,SG,SF,,,,,,,,,,,,,"$2,308,800","$2,424,200",,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,SG/SF,NOP,https://www.basketball-reference.com/req/202106291/images/players/thomaca02.jpg,SG,SF,SG,SF,
"Millsap, Paul","MILLSAP, PAUL",2/10/1985,38,16,Louisiana Tech,USA,2006,Round 2,Pick 47,,,,https://docs.google.com/spreadsheets/d/14LF7hXTBtEGCfm645PbZ81oTh3KsyCg2W45ZNvOn6oM/edit?usp=sharing,74,"6'7""",257 lbs,PF,C,,,,,,,,,,,,"$9,246,000","$9,708,300",,,,,,,,,,,,,,,,,,,80,0,,,,,,,,,,PF/C,POR,https://www.basketball-reference.com/req/202106291/images/players/millspa01.jpg,PF,C,,,
"White, Coby","WHITE, COBY",2/16/2000,23,3,North Carolina,USA,2019,Round 1,Pick 7,,,,https://docs.google.com/spreadsheets/d/1gAJPDo_3K2pHyS5MiKzwXE20WUx4eXH5yelHiB6nVgE/edit?usp=sharing,77,"6'5""",195 lbs,PG,SG,,,,,,,,,,,,"$5,572,680","$5,837,760",,,,,,,,,,,,,,,,,,,45,12,8,,,,,,,,,PG/SG,LAC,https://www.basketball-reference.com/req/202106291/images/players/whiteco01.jpg,PG,SG,PG,SG,
"Mitchell, Davion","MITCHELL, DAVION",9/5/1998,25,1,Baylor,USA,2021,Round 1,Pick 9,2021,Round 1,Pick 15 (CHI),https://docs.google.com/spreadsheets/d/1_i4XI2L75SN0FYS78IebxH5zsMzjwMB9M0PsHNmDVHk/edit?usp=sharing,75,"6'0""",202 lbs,PG,,,NBN All-Rookie Second Team,,,,,,,,,,,"$2,819,700","$2,960,700",,,,,,,,,,,,,,,,,,,80,54,,,,,,,,,PG,CHI,https://www.basketball-reference.com/req/202106291/images/players/mitchda01.jpg,PG,,,,
"Mitchell, Donovan","MITCHELL, DONOVAN",9/7/1996,27,5,Louisville,USA,2017,Round 1,Pick 13,,,,https://docs.google.com/spreadsheets/d/1UbTnqvl1_VqEJk7V2Hh69D5w0RSCDmoRdX-4_963teY/edit?usp=sharing,89,"6'1""",215 lbs,SG,PG,,,,,,,,,,,,"$5,195,501","$28,103,500","$30,351,780","$32,600,060","$34,848,340","$37,096,620",,,,,,,,,,,,,,,82,73,81,,,,,,,,,SG/PG,UTA,https://www.basketball-reference.com/req/202106291/images/players/mitchdo01.jpg,SG,PG,SG,PG,
"Mobley, Evan","MOBLEY, EVAN",6/18/2001,22,1,USC,USA,2021,Round 1,Pick 3,2021,Round 1,Pick 2 (NYK),https://docs.google.com/spreadsheets/d/1msCYJevmjL-9vSOjO6gQomF_QS1qPvPT9ZvlBB9iquM/edit?usp=sharing,83,"7'0""",215 lbs,PF,C,,NBN All-Rookie First Team,,,,,,,,,,,"$7,493,400","$7,868,200",,,,,,,,,,,,,,,,,,,62,82,,,,,,,,,PF/C,NYK,https://www.basketball-reference.com/req/202106291/images/players/mobleev01.jpg,PF,C,PF,C,
"Wright, Delon","WRIGHT, DELON",4/26/1992,31,7,Utah,USA,2015,Round 1,Pick 20,,,,https://docs.google.com/spreadsheets/d/1U6qGdV_-LSYDXgdX6JeHn17pwUh5nVrqOpPJhpp84fo/edit?usp=sharing,77,"6'5""",185 lbs,PG,SG,,,,,,,,,,,,"$9,000,000","$8,526,316",,,,,,,,,,,,,,,,,,,6,0,8,,,,,,,,,PG/SG,LAL,https://www.basketball-reference.com/req/202106291/images/players/wrighde01.jpg,PG,SG,,,
"Wesley, Blake","WESLEY, BLAKE",3/16/2003,20,0,Notre Dame,USA,2022,,,2022,Round 1,Pick 28 (LAL),https://docs.google.com/spreadsheets/d/15FgrH5oThtanN2WXRtLrQ-LyasNDYEwKgoxTuSSe7_Q/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,LAL,https://www.basketball-reference.com/req/202106291/images/headshots/weslebl01.jpg,,,,,
"Moore, ETwaun","MOORE, ETWAUN",2/25/1989,34,10,Purdue,USA,2011,Round 2,Pick 55,,,,https://docs.google.com/spreadsheets/d/1qsY4zHFZTyB5uzrCS0qw-19jQRgiTGhuqUCa6oPJfzc/edit?usp=sharing,72,"6'3""",191 lbs,SG,PG,,,,,,,,,,,,"$1,441,743",,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,SG/PG,FA,https://www.basketball-reference.com/req/202106291/images/players/mooreet01.jpg,SG,PG,,,
"Morant, Ja","MORANT, JA",8/10/1999,24,3,Murray State,USA,2019,Round 1,Pick 2,,,,https://docs.google.com/spreadsheets/d/1E-GdRpuND6rizJER24WB_jp6PlnqrIsaee5zENnm_Os/edit?usp=sharing,92,"6'3""",174 lbs,PG,,,"All-NBN Second Team, NBN All-Star, NBN Slam Dunk Contest champion",,,,,,,,,,"$9,166,800","$9,603,360",,,,,,,,,,,,,,,,,,,76,82,82,,,,,,,,,PG,MEM,https://www.basketball-reference.com/req/202106291/images/players/moranja01.jpg,PG,,PG,,93
"Batum, Nicolas","BATUM, NICOLAS",12/14/1988,34,14,None,France,2008,Round 1,Pick 25,,,,https://docs.google.com/spreadsheets/d/11TYHdNzESLZYZ49Pf9U-h67mWTRVPE9EMRmHXWSjlgw/edit?usp=sharing,76,"6'8""",230 lbs,PF,SF,,,,,,,,,,,,"$27,130,436","$2,889,000",,,,,,,,,,,,,,,,,,,7,0,9,,,,,,,,,PF/SF,WAS,https://www.basketball-reference.com/req/202106291/images/players/batumni01.jpg,PF,SF,PF,SF,
"Morris, Markieff","MORRIS, MARKIEFF",9/2/1989,34,11,Kansas,USA,2011,Round 1,Pick 13,,,,https://docs.google.com/spreadsheets/d/1KlPPvdNNTvsgJABdQqv2PrKmExVMJumtpgkH4Fl081M/edit?usp=sharing,72,"6'9""",245 lbs,PF,C,,,,,,,,,,,,"$1,620,564","$2,641,691",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,PF/C,FA,https://www.basketball-reference.com/req/202106291/images/players/morrima02.jpg,PF,C,PF,C,
"Morris, Monte","MORRIS, MONTE",6/27/1995,28,5,Iowa State,USA,2017,Round 2,Pick 51,,,,https://docs.google.com/spreadsheets/d/1Q8M74bZ4xbjbZiOj0E_3HUCaJT3tHQV5XVE2yIOJZas/edit?usp=sharing,75,"6'2""",183 lbs,PG,SG,,,,,,,,,,,,"$1,663,861","$15,000,000","$16,200,000","$17,400,000","$18,600,000",,,,,,,,,,,,,,,,49,0,73,,,,,,,,,PG/SG,TOR,https://www.basketball-reference.com/req/202106291/images/players/morrimo01.jpg,PG,SG,,,
"Motley, Johnathan","MOTLEY, JOHNATHAN",5/4/1995,28,4,Baylor,USA,2017,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1BLtTR_hcaEgxuA6szF9FNN03FHs5ppQGMxobOBi0I_A/edit?usp=sharing,,,,,,,,,,,,,,,,,"$1,544,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/motlejo01.jpg,C,PF,,,
"Mudiay, Emmanuel","MUDIAY, EMMANUEL",3/5/1996,27,6,None,Democratic Republic of the Congo,2015,Round 1,Pick 7,,,,https://docs.google.com/spreadsheets/d/1hmDSjlTh5Edlyr95w_bogVZQoiveSzVLcn7nsBVB0NY/edit?usp=sharing,,,,,,,,,,,,,,,,,"$2,500,000","$2,500,000",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/mudiaem01.jpg,PG,SG,,,
"Mulder, Mychal","MULDER, MYCHAL",6/12/1994,29,3,Kentucky,Canada,2017,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1720aY5PDmU_9re96niqENVpn7OckTCEihk0CuU-4TD4/edit?usp=sharing,72,"6'3""",184 lbs,SG,PG,NBN Champion,,,,,,,,,,,"$777,685","$1,669,178",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SG/PG,FA,https://www.basketball-reference.com/req/202106291/images/players/muldemy01.jpg,SG,PG,,,
"Dinwiddie, Spencer","DINWIDDIE, SPENCER",4/6/1993,30,8,Colorado,USA,2014,Round 2,Pick 38,,,,https://docs.google.com/spreadsheets/d/1OQMqdrLw2HOd9rs41eEiVeOTVJAOrGxqyPFTM1RQRbY/edit?usp=sharing,82,"6'5""",215 lbs,PG,SG,NBN Sixth Man of the Year,,,,,,,,,,,"$11,454,048","$20,000,000","$21,000,000",,,,,,,,,,,,,,,,,,13,32,9,,,,,,,,,PG/SG,HOU,https://www.basketball-reference.com/req/202106291/images/players/dinwisp01.jpg,PG,SG,PG,SG,
"Murray, Dejounte","MURRAY, DEJOUNTE",9/19/1996,27,5,Washington,USA,2016,Round 1,Pick 29,,,,https://docs.google.com/spreadsheets/d/1lvecw8gLFhnFESbvOvDswfiaZDQRmw-cJnYWYrXdks0/edit?usp=sharing,82,"6'4""",180 lbs,PG,,,,,,,,,,,,,"$14,286,000","$15,248,880","$16,571,120",,,,,,,,,,,,,,,,,,69,72,82,,,,,,,,,PG,ATL,https://www.basketball-reference.com/req/202106291/images/players/murrade01.jpg,PG,,PG,,
"Murray, Jamal","MURRAY, JAMAL",2/23/1997,26,6,Kentucky,Canada,2016,Round 1,Pick 7,,,,https://docs.google.com/spreadsheets/d/1XF3QIISMfz-JwbN8nS_YhV3wEjk2wRhoNhnl_UpVx0g/edit?usp=sharing,85,"6'3""",215 lbs,PG,SG,,,,,,,,,,,,"$27,285,000","$29,467,800","$31,650,600","$33,833,400","$36,016,200",,,,,,,,,,,,,,,,59,82,75,,,,,,,,,PG/SG,SAC,https://www.basketball-reference.com/req/202106291/images/players/murraja01.jpg,PG,SG,PG,SG,
"Musa, Dzanan","MUSA, DZANAN",5/8/1999,24,3,None,Bosnia and Herzegovina,2018,Round 1,Pick 29,,,,https://docs.google.com/spreadsheets/d/1fO9bWw_VtledUw_QRvXI7f7z8s_jBok26GTvwHqB1tc/edit?usp=sharing,,,,,,,,,,,,,,,,,"$2,002,800","$3,615,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/musadz01.jpg,SF,SG,,,
"Divincenzo, Donte","DIVINCENZO, DONTE",1/31/1997,26,4,Villanova,USA,2018,Round 1,Pick 17,,,,https://docs.google.com/spreadsheets/d/1emqsHflV8o2u3LHRryQ_7qDKgBijiPDoAzuUiYu_foY/edit?usp=sharing,79,"6'4""",203 lbs,SG,PG,,,,,,,,,,,,"$3,044,160","$4,675,830",,,,,,,,,,,,,,,,,,,50,45,9,,,,,,,,,SG/PG,MIL,https://www.basketball-reference.com/req/202106291/images/players/divindo01.jpg,SG,PG,SG,PG,
"Mykhailiuk, Sviatoslav","MYKHAILIUK, SVIATOSLAV",6/10/1997,26,4,Kansas,Ukraine,2018,Round 2,Pick 47,,,,https://docs.google.com/spreadsheets/d/1ZJSa1DXyHx8L7NjrANOtG2x8vv695FX5BqrwyQYpSXI/edit?usp=sharing,74,"6'7""",205 lbs,SG,SF,,,,,,,,,,,,"$1,663,861","$3,500,000","$3,500,000","$3,500,000",,,,,,,,,,,,,,,,,1,0,,,,,,,,,,SG/SF,MIL,https://www.basketball-reference.com/req/202106291/images/players/mykhasv01.jpg,SG,SF,SG,SF,72
"NADER, ABDEL","NADER, ABDEL",9/25/1993,30,5,Iowa State,Egypt,2016,Round 2,Pick 58,,,,https://docs.google.com/spreadsheets/d/19K3BgpzNf6BveCb_CwYTLElz2xHtkFX6LBDN8kLHroE/edit?usp=sharing,75,"6'5""",225 lbs,SF,PF,,,,,,,,,,,,"$1,752,950","$1,789,256",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SF/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/naderab01.jpg,SF,PF,,,
"Holmes, Richaun","HOLMES, RICHAUN",10/15/1993,30,7,Bowling Green,USA,2015,Round 2,Pick 37,,,,https://docs.google.com/spreadsheets/d/1ce77L9lWrIEIjY51P3gsmp7EyMdodrp0itDHPm8WQi4/edit?usp=sharing,80,"6'10""",235 lbs,C,,NBN Champion,,,,,,,,,,,"$5,005,350","$14,324,324","$13,608,108","$12,891,892","$12,175,676",,,,,,,,,,,,,,,,32,73,9,,,,,,,,,C,CHI,https://www.basketball-reference.com/req/202106291/images/players/holmeri01.jpg,C,,,,
"Napier, Shabazz","NAPIER, SHABAZZ",7/14/1991,32,7,Connecticut,USA,2014,Round 1,Pick 24,,,,https://docs.google.com/spreadsheets/d/1acqFCs2fdqvbqRgItSNmUR3QqjL7RHnPha29x5rBvv4/edit?usp=sharing,,,,,,,,,,,,,,,,,"$1,620,564",,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,N/A,https://www.basketball-reference.com/req/202106291/images/players/napiesh01.jpg,PG,,,,
"Hyland, NahShon","HYLAND, NAHSHON",9/14/2000,23,1,VCU,USA,2021,Round 1,Pick 26,2021,Round 1,Pick 28 (UTA),https://docs.google.com/spreadsheets/d/1ZBCMydzgcVwS1vP8QGCzO-w5eOX0ZvFNSnsM-QZlKxU/edit?usp=sharing,73,"6'2""",169 lbs,SG,PG,,,,,,,,,,,,,"$1,686,400","$1,771,000",,,,,,,,,,,,,,,,,,,0,9,,,,,,,,,SG/PG,GSW,https://www.basketball-reference.com/req/202106291/images/players/hylanbo01.jpg,SG,PG,SG,PG,
"Mann, Tre","MANN, TRE",2/3/2001,22,1,Florida,USA,2021,Round 1,Pick 18,2021,Round 1,Pick 29 (DET),https://docs.google.com/spreadsheets/d/1VvUE5-iPAT9s8xBynqYEo5L9MiTLGFQsLcnNuwcdcS8/edit?usp=sharing,73,"6'3""",178 lbs,PG,SG,,,,,,,,,,,,,"$1,674,300","$1,757,900",,,,,,,,,,,,,,,,,,,0,9,,,,,,,,,PG/SG,MIA,https://www.basketball-reference.com/req/202106291/images/players/manntr01.jpg,PG,SG,PG,SG,75
"MCLAUGHLIN, JORDAN","MCLAUGHLIN, JORDAN",4/9/1996,27,3,USC,USA,2018,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1L7FLG2gCknmVsZlFM1R38TdqmxtHsqQKmb6n1ryuGuQ/edit?usp=sharing,72,"5'11""",185 lbs,PG,SG,,,,,,,,,,,,"$1,549,812","$1,669,178","$1,815,677",,,,,,,,,,,,,,,,,,16,0,9,,,,,,,,,PG/SG,MIN,https://www.basketball-reference.com/req/202106291/images/players/mclaujo01.jpg,PG,SG,PG,SG,75
"Nix, Daishen","NIX, DAISHEN",2/13/2002,21,1,G-League Ignite,USA,2021,Undrafted,,2021,Undrafted,,https://docs.google.com/spreadsheets/d/1q-yybLVy1mZDOKa5bmA8czkYhpOBkjFB6-4u0XZTK1g/edit?usp=sharing,67,"6'5""",225 lbs,PG,,,,,,,,,,,,,,"$925,258",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,PG,FA,https://www.basketball-reference.com/req/202106291/images/players/nixda01.jpg,PG,,PG,,
"NNAJI, ZEKE","NNAJI, ZEKE",1/9/2001,22,2,Arizona,USA,2020,Round 1,Pick 22,2020,Round 1,Pick 29 (TOR),https://docs.google.com/spreadsheets/d/13__Hx6rFGyO_F6acL4uefbb6oF24OCKWCA57RQVCcdU/edit?usp=sharing,72,"6'9""",240 lbs,C,PF,,,,,,,,,,,,"$1,625,500","$1,706,700",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,C/PF,UTA,https://www.basketball-reference.com/req/202106291/images/players/nnajize01.jpg,C,PF,C,PF,
"Noah, Joakim","NOAH, JOAKIM",2/25/1985,38,14,Florida,USA,2007,Round 1,Pick 9,,,,https://docs.google.com/spreadsheets/d/1XvF7HdN1eCZdAQ3FRONFsaykULACvsVxuoAtjI9jN48/edit?usp=sharing,,,,,,,,,,,,,,,,,,"$6,431,666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/noahjo01.jpg,C,,,,
"Suggs, Jalen","SUGGS, JALEN",6/23/2001,22,1,Gonzaga,USA,2021,Round 1,Pick 5,2021,Round 1,Pick 3 (PHX),https://docs.google.com/spreadsheets/d/1d1all3C-VrXPv_s-D2MH4iRVHEsv9PQWUCA-ynOLyb0/edit?usp=sharing,75,"6'4""",205 lbs,PG,SG,,NBN All-Rookie Second Team,,,,,,,,,,,"$6,729,300","$7,065,600",,,,,,,,,,,,,,,,,,,7,9,,,,,,,,,PG/SG,PHX,https://www.basketball-reference.com/req/202106291/images/players/suggsja01.jpg,PG,SG,,,
"Terry, Dalen","TERRY, DALEN",7/12/2002,21,0,Arizona,USA,2022,,,2022,Round 1,Pick 29 (SAC),https://docs.google.com/spreadsheets/d/1t16vCuQR0HWeUbL2q-teS-_LsGpjQOThAA7vnRdLWTs/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,SAC,https://www.basketball-reference.com/req/202106291/images/headshots/terryda01.jpg,,,SF,SG,
"Ntilikina, Frank","NTILIKINA, FRANK",7/28/1998,25,5,None,France,2017,Round 1,Pick 8,,,,https://docs.google.com/spreadsheets/d/13XCaoChgPl24OdWrOUkM0UmW98tgZfn5v1e6EC3jhS4/edit?usp=sharing,72,"6'4""",200 lbs,PG,SG,,,,,,,,,,,,"$6,176,578","$1,789,256",,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,PG/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/ntilila01.jpg,PG,SG,PG,SG,
"Nunn, Kendrick","NUNN, KENDRICK",8/3/1995,28,3,Oakland,USA,2018,Undrafted,,,,,https://docs.google.com/spreadsheets/d/19P_NZHy0uVZ_1HYAXC1gQYKLJy6woUt06R6Wm4n-JYo/edit?usp=sharing,78,"6'2""",190 lbs,PG,SG,,,,,,,,,,,,"$1,663,861","$6,565,342","$6,893,609",,,,,,,,,,,,,,,,,,25,28,,,,,,,,,,PG/SG,MIA,https://www.basketball-reference.com/req/202106291/images/players/nunnke01.jpg,PG,SG,PG,SG,74
"Nurkic, Jusuf","NURKIC, JUSUF",8/23/1994,29,8,None,Bosnia and Herzegovina,2014,Round 1,Pick 16,,,,https://docs.google.com/spreadsheets/d/1olGg6T1_A3rEpjfQoMtf8UUdB4UQIJdtBPmMsnq8HUU/edit?usp=sharing,82,"6'11""",290 lbs,C,,,,,,,,,,,,,"$14,138,889","$13,250,000",,,,,,,,,,,,,,,,,,,33,73,46,,,,,,,,,C,POR,https://www.basketball-reference.com/req/202106291/images/players/nurkiju01.jpg,C,,,,
"Nwaba, David","NWABA, DAVID",1/14/1993,30,6,None,USA,2016,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1NA-IXtdoYxwRoLM6BdGskeC58wrNz8ts2HOosuaSK80/edit?usp=sharing,76,"6'5""",219 lbs,SF,SG,,,,,,,,,,,,"$1,862,250","$6,000,000","$6,000,000","$6,000,000",,,,,,,,,,,,,,,,,24,17,,,,,,,,,,SF/SG,LAC,https://www.basketball-reference.com/req/202106291/images/players/nwabada01.jpg,SF,SG,SF,SG,74
"NWORA, JORDAN","NWORA, JORDAN",9/9/1998,25,2,Louisville,USA,2020,Round 2,Pick 45,2020,Round 2,Pick 48 (BOS),https://docs.google.com/spreadsheets/d/1czsriLM3Ok8hvjuUAuicD6iMq3cQqzRyJ8GaFl_aJJ4/edit?usp=sharing,74,"6'8""",225 lbs,SF,PF,,,,,,,,,,,,"$950,000","$1,350,000","$1,600,000",,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,SF/PF,NOP,https://www.basketball-reference.com/req/202106291/images/players/nworajo01.jpg,SF,PF,SF,PF,72
